TimeStamp,Var_1,Var_2,Var_3,Var_4,Var_5,Var_6,HourSin,WeekCos,CBWD
2021-03-02 08:00:00,0.9697,2.656,5.4,1.04,36516.176,161945.62,0.8660254037844387,0.6234898018587336,SE
2021-03-02 09:00:00,1.763,5.69,7.766,1.683,122062.94,753070.6,0.7071067811865476,0.6234898018587336,SE
2021-03-02 10:00:00,1.306,5.754,8.6,1.731,44618.977,635358.0,0.5,0.6234898018587336,SE
2021-03-02 11:00:00,1.954,5.65,11.01,2.5660000000000003,80492.47,575423.6,0.258819045102521,0.6234898018587336,SE
2021-03-02 12:00:00,1.59,6.0470000000000015,7.824,2.117,57247.24,773803.56,1.2246467991473532e-16,0.6234898018587336,SE
2021-03-02 13:00:00,1.314,5.734,7.417999999999997,1.648,51561.664,607370.94,-0.2588190451025208,0.6234898018587336,SE
2021-03-02 14:00:00,1.88,4.543,9.09,2.285,53740.633,353421.5,-0.4999999999999997,0.6234898018587336,SE
2021-03-02 15:00:00,1.867,6.152,9.086,2.0980000000000003,90107.05,503498.78,-0.7071067811865471,0.6234898018587336,SE
2021-03-02 16:00:00,1.599,5.066,8.55,1.789,59043.34,364925.16,-0.8660254037844384,0.6234898018587336,SE
2021-03-02 17:00:00,1.393,5.55,8.55,1.726,68604.97,442101.06,-0.9659258262890684,0.6234898018587336,SE
2021-03-02 18:00:00,1.077,4.363,7.25,1.356,46373.984,363876.06,-1.0,0.6234898018587336,SE
2021-03-02 19:00:00,2.021,6.273,7.195,1.874,143862.98,908159.9,-0.9659258262890684,0.6234898018587336,SE
2021-03-02 20:00:00,4.086,8.68,10.52,2.707,327889.3,1494160.6,-0.8660254037844386,0.6234898018587336,SE
2021-03-02 21:00:00,4.93,8.46,11.59,2.822,461935.72,1462505.8,-0.7071067811865477,0.6234898018587336,SE
2021-03-02 22:00:00,4.34,6.09,7.34,1.727,537910.44,1003574.9,-0.5000000000000004,0.6234898018587336,SE
2021-03-02 23:00:00,0.674,3.46,4.7,1.225,23876.951,357975.9,-0.2588190451025216,0.6234898018587336,SE
2021-03-03 00:00:00,1.763,4.0939999999999985,5.004,1.516,231906.05,534025.7,0.0,-0.22252093395631434,SE
2021-03-03 01:00:00,1.856,3.14,4.977,1.38,247446.6,380345.94,0.25881904510252074,-0.22252093395631434,SE
2021-03-03 03:00:00,0.312,1.806,3.197,0.3938,8860.978000000001,112021.17,0.7071067811865475,-0.22252093395631434,SE
2021-03-03 04:00:00,0.224,1.412,3.145,0.2683,3297.329,21908.89,0.8660254037844386,-0.22252093395631434,SE
2021-03-03 05:00:00,0.222,1.628,3.234,0.2395,6196.523,54619.434,0.9659258262890684,-0.22252093395631434,SE
2021-03-03 06:00:00,0.5815,3.129,3.898,0.506,11332.499,486267.8,1.0,-0.22252093395631434,SE
2021-03-03 07:00:00,0.9897,4.508,4.65,0.8370000000000001,43398.008,580335.5,0.9659258262890684,-0.22252093395631434,SE
2021-03-03 08:00:00,0.872,3.693,5.234,0.9067,64177.133,556119.75,0.8660254037844387,-0.22252093395631434,SE
2021-03-03 08:00:00,0.872,3.693,5.234,0.9067,64177.133,556119.75,0.8660254037844387,-0.22252093395631434,SE
2021-03-03 10:00:00,2.11,4.746,10.53,2.34,76567.65,449847.47,0.5,-0.22252093395631434,SE
2021-03-03 11:00:00,1.963,4.434,8.016,1.374,100557.195,345509.4,0.258819045102521,-0.22252093395631434,SE
2021-03-03 12:00:00,2.625,5.234,7.723,1.7080000000000002,88102.17,632724.94,1.2246467991473532e-16,-0.22252093395631434,SE
2021-03-03 13:00:00,1.226,6.086,7.49,1.672,52995.723,727057.6,-0.2588190451025208,-0.22252093395631434,SE
2021-03-03 14:00:00,1.098,4.543,6.88,1.591,54586.043,448398.75,-0.4999999999999997,-0.22252093395631434,SE
2021-03-03 15:00:00,1.683,8.18,8.914,2.701,102595.1,1309925.0,-0.7071067811865471,-0.22252093395631434,SE
2021-03-03 16:00:00,1.3159999999999998,6.52,7.66,2.035,75789.25,701526.56,-0.8660254037844384,-0.22252093395631434,SE
2021-03-03 17:00:00,1.493,6.152,8.48,1.52,83362.92,711417.0,-0.9659258262890684,-0.22252093395631434,SE
2021-03-03 18:00:00,0.9453,3.69,6.652,1.336,29060.744,270917.2,-1.0,-0.22252093395631434,cv
2021-03-03 19:00:00,1.779,5.382999999999999,6.754,1.774,148899.33,808788.2,-0.9659258262890684,-0.22252093395631434,cv
2021-03-03 20:00:00,3.814,5.496,10.89,3.252,305511.25,622235.25,-0.8660254037844386,-0.22252093395631434,NW
2021-03-03 21:00:00,4.09,4.16,12.61,3.275,205232.2,409323.97,-0.7071067811865477,-0.22252093395631434,NW
2021-03-03 22:00:00,1.645,5.7070000000000025,7.82,1.69,38074.07,658640.2,-0.5000000000000004,-0.22252093395631434,NW
2021-03-03 23:00:00,0.5786,2.984,3.986,0.84,28015.322,263572.25,-0.2588190451025216,-0.22252093395631434,NW
2021-03-04 00:00:00,0.4216,2.37,3.697,0.537,14299.069,176016.06,0.0,-0.9009688679024191,NW
2021-03-04 01:00:00,0.4153,2.1,3.5210000000000004,0.487,15681.132,119377.234,0.25881904510252074,-0.9009688679024191,NW
2021-03-04 02:00:00,0.2345,1.645,3.15,0.3308,8491.265,64362.73,0.5,-0.9009688679024191,NW
2021-03-04 03:00:00,0.11725,1.406,3.139,0.1827,3329.099,23015.832,0.7071067811865475,-0.9009688679024191,NW
2021-03-04 04:00:00,0.203,1.89,3.193,0.1982,6156.312,214792.61,0.8660254037844386,-0.9009688679024191,NW
2021-03-04 05:00:00,0.117,1.445,3.16,0.1632,4450.394,34930.89,0.9659258262890684,-0.9009688679024191,NW
2021-03-04 06:00:00,0.1603,1.578,3.342,0.28300000000000003,5228.2829999999985,50396.78,1.0,-0.9009688679024191,NW
2021-03-04 07:00:00,1.061,4.113,7.336,1.964,62484.59400000001,441608.03,0.9659258262890684,-0.9009688679024191,NW
2021-03-04 08:00:00,0.5489999999999999,3.623,4.715,0.7026,20093.553,515527.47,0.8660254037844387,-0.9009688679024191,NW
2021-03-04 09:00:00,1.654,5.1370000000000005,7.34,1.854,92457.42,556279.1,0.7071067811865476,-0.9009688679024191,NW
2021-03-04 10:00:00,1.6030000000000002,4.258,7.82,1.933,85194.67,412627.94,0.5,-0.9009688679024191,NW
2021-03-04 11:00:00,1.889,5.113,7.992000000000001,2.121,62210.746,476511.12,0.258819045102521,-0.9009688679024191,NW
2021-03-04 12:00:00,1.172,7.25,7.742000000000001,1.255,54318.703,755847.4,1.2246467991473532e-16,-0.9009688679024191,NW
2021-03-04 13:00:00,0.9253,7.387,7.2970000000000015,1.279,52913.395,934923.06,-0.2588190451025208,-0.9009688679024191,NW
2021-03-04 14:00:00,0.8804,4.297,6.53,1.262,33495.137,299418.47,-0.4999999999999997,-0.9009688679024191,NW
2021-03-04 15:00:00,1.196,5.176,7.917999999999997,1.723,54975.082,411025.25,-0.7071067811865471,-0.9009688679024191,NW
2021-03-04 16:00:00,1.071,8.28,6.984,1.392,68684.4,1348478.1,-0.8660254037844384,-0.9009688679024191,NW
2021-03-04 17:00:00,1.235,5.132999999999999,6.934,1.287,37018.293,423830.9,-0.9659258262890684,-0.9009688679024191,NW
2021-03-04 18:00:00,1.228,5.05,7.68,1.921,52437.043,507227.16,-1.0,-0.9009688679024191,NW
2021-03-04 19:00:00,2.959,6.21,7.362999999999999,1.868,129663.67,1024855.5,-0.9659258262890684,-0.9009688679024191,NW
2021-03-04 20:00:00,2.07,6.0939999999999985,8.38,2.557,73675.47,865312.56,-0.8660254037844386,-0.9009688679024191,NW
2021-03-04 21:00:00,3.66,7.09,11.69,3.13,188111.64,890876.75,-0.7071067811865477,-0.9009688679024191,NW
2021-03-04 22:00:00,3.424,7.566,7.895,1.883,316575.0,1212228.6,-0.5000000000000004,-0.9009688679024191,NW
2021-03-04 23:00:00,1.221,5.25,5.035,1.806,78854.164,531041.75,-0.2588190451025216,-0.9009688679024191,NW
2021-03-05 00:00:00,0.8506,3.654,4.105,1.054,66500.484,367300.84,0.0,-0.9009688679024191,NW
2021-03-05 01:00:00,0.1987,1.779,3.389,0.3452,11997.782,85798.15,0.25881904510252074,-0.9009688679024191,NW
2021-03-05 02:00:00,0.1577,1.819,3.408,0.3188,5917.119000000002,116106.99,0.5,-0.9009688679024191,NW
2021-03-05 03:00:00,0.1803,2.541,3.35,0.3,6006.917,294432.34,0.7071067811865475,-0.9009688679024191,NW
2021-03-05 04:00:00,0.0928,1.376,3.115,0.1543,1868.634,23173.398,0.8660254037844386,-0.9009688679024191,NW
2021-03-05 05:00:00,0.119,1.265,3.129,0.1593,5315.281,7359.026999999999,0.9659258262890684,-0.9009688679024191,NE
2021-03-05 06:00:00,0.3394,1.7719999999999998,3.467,0.2737,8848.517,93924.74,1.0,-0.9009688679024191,NE
2021-03-05 07:00:00,1.123,5.39,5.82,0.843,30882.45,442948.34,0.9659258262890684,-0.9009688679024191,NE
2021-03-05 09:00:00,0.8164,3.691,5.555,0.8887,52310.5,430074.22,0.7071067811865476,-0.9009688679024191,NE
2021-03-05 10:00:00,0.9097,5.723,6.777,1.454,48642.32,768913.3,0.5,-0.9009688679024191,NE
2021-03-05 11:00:00,1.25,6.465,8.26,1.642,70977.625,889656.25,0.258819045102521,-0.9009688679024191,NE
2021-03-05 12:00:00,1.955,8.24,8.79,1.924,105836.99,1544632.5,1.2246467991473532e-16,-0.9009688679024191,NE
2021-03-05 13:00:00,0.6367,3.285,5.61,0.9087,25681.455,211442.66,-0.2588190451025208,-0.9009688679024191,NE
2021-03-05 14:00:00,1.225,4.75,7.27,1.48,50602.19,483201.38,-0.4999999999999997,-0.9009688679024191,cv
2021-03-05 15:00:00,2.074,4.445,10.586,2.125,104849.05,323815.97,-0.7071067811865471,-0.9009688679024191,NW
2021-03-05 16:00:00,1.829,6.5939999999999985,8.63,1.804,64570.715,758474.44,-0.8660254037844384,-0.9009688679024191,NW
2021-03-05 17:00:00,1.577,6.6370000000000005,8.695,2.008,62031.023,680787.9,-0.9659258262890684,-0.9009688679024191,NW
2021-03-05 18:00:00,1.714,5.062,8.26,2.047,48482.473,559430.5,-1.0,-0.9009688679024191,NW
2021-03-05 19:00:00,1.597,5.777,8.32,2.084,52684.883,500300.25,-0.9659258262890684,-0.9009688679024191,NW
2021-03-05 20:00:00,3.92,16.66,12.55,3.785,131338.39,2431886.2,-0.8660254037844386,-0.9009688679024191,NW
2021-03-05 21:00:00,7.66,14.15,14.3,5.223,560300.7,2268954.8,-0.7071067811865477,-0.9009688679024191,NW
2021-03-05 22:00:00,2.516,8.55,8.69,2.629,128713.96,1265689.1,-0.5000000000000004,-0.9009688679024191,NW
2021-03-05 23:00:00,0.887,6.96,5.48,1.34,45617.426,1199967.5,-0.2588190451025216,-0.9009688679024191,NW
2021-03-06 00:00:00,0.588,6.23,4.387,1.244,40624.793,888936.9,0.0,-0.2225209339563146,NW
2021-03-06 01:00:00,0.299,2.945,3.625,0.528,11288.499,220891.34,0.25881904510252074,-0.2225209339563146,NE
2021-03-06 02:00:00,0.631,3.72,4.707,1.072,22279.812,215221.22,0.5,-0.2225209339563146,NE
2021-03-06 03:00:00,0.6659999999999999,3.443,5.2029999999999985,1.266,26846.81600000001,127544.99,0.7071067811865475,-0.2225209339563146,NE
2021-03-06 04:00:00,0.5996,3.01,4.9,1.168,23250.193,90424.15,0.8660254037844386,-0.2225209339563146,NE
2021-03-06 05:00:00,0.3328,2.186,3.773,0.5293,11062.49,104236.23,0.9659258262890684,-0.2225209339563146,NE
2021-03-06 06:00:00,0.3918,1.86,3.69,0.4766,10756.713,84454.22,1.0,-0.2225209339563146,NE
2021-03-06 07:00:00,1.074,3.092,4.824,0.8496,36829.73,235020.92,0.9659258262890684,-0.2225209339563146,NE
2021-03-06 08:00:00,1.493,7.9,6.95,1.5619999999999998,37176.145,1163464.1,0.8660254037844387,-0.2225209339563146,NE
2021-03-06 09:00:00,1.356,6.336,8.41,2.104,57217.508,894578.7,0.7071067811865476,-0.2225209339563146,NE
2021-03-06 10:00:00,1.878,5.4060000000000015,10.61,2.428,96020.2,509207.3,0.5,-0.2225209339563146,NE
2021-03-06 11:00:00,1.325,4.31,9.414,1.786,39372.96,355474.84,0.258819045102521,-0.2225209339563146,NE
2021-03-06 12:00:00,1.189,5.043,6.996,1.531,56883.18,547146.2,1.2246467991473532e-16,-0.2225209339563146,NE
2021-03-06 13:00:00,1.858,5.016,7.605,2.154,79505.375,510017.2,-0.2588190451025208,-0.2225209339563146,NW
2021-03-06 14:00:00,2.352,7.816,9.0,2.28,148679.06,1416322.5,-0.4999999999999997,-0.2225209339563146,NW
2021-03-06 15:00:00,2.22,9.11,9.875,2.49,112969.766,1090877.0,-0.7071067811865471,-0.2225209339563146,cv
2021-03-06 16:00:00,2.113,8.24,9.484,2.152,111848.38,1115992.2,-0.8660254037844384,-0.2225209339563146,NW
2021-03-06 17:00:00,1.505,5.89,8.2,1.873,68468.45,706155.6,-0.9659258262890684,-0.2225209339563146,NW
2021-03-06 18:00:00,1.362,6.37,7.832000000000002,1.707,58035.652,876439.4,-1.0,-0.2225209339563146,NW
2021-03-06 19:00:00,2.277,5.87,8.2,2.738,139235.97,955268.7,-0.9659258262890684,-0.2225209339563146,cv
2021-03-06 20:00:00,3.215,8.35,10.25,3.014,208238.2,1410429.0,-0.8660254037844386,-0.2225209339563146,NW
2021-03-06 21:00:00,2.295,6.382999999999999,10.69,2.3480000000000003,82965.984,764536.2,-0.7071067811865477,-0.2225209339563146,NW
2021-03-06 22:00:00,1.916,6.19,6.53,1.898,79093.836,1094617.5,-0.5000000000000004,-0.2225209339563146,NW
2021-03-06 23:00:00,1.105,5.57,4.863,1.015,40634.01,1120226.6,-0.2588190451025216,-0.2225209339563146,NW
2021-03-07 00:00:00,1.213,5.375,4.39,0.951,53998.52,1023018.56,0.0,0.6234898018587334,NW
2021-03-07 01:00:00,1.034,4.24,3.943,0.7915,44085.434,803228.0,0.25881904510252074,0.6234898018587334,cv
2021-03-07 02:00:00,0.8066,3.795,3.736,0.7104,28858.008,667352.56,0.5,0.6234898018587334,cv
2021-03-07 03:00:00,0.6629999999999999,2.018,3.482,0.5806,19288.15,189215.92,0.7071067811865475,0.6234898018587334,NW
2021-03-07 04:00:00,0.4912,1.523,3.41,0.512,9255.443,34926.67,0.8660254037844386,0.6234898018587334,NW
2021-03-07 05:00:00,0.6885,4.19,3.719,0.741,20705.818,847241.6,0.9659258262890684,0.6234898018587334,NW
2021-03-07 06:00:00,0.617,2.332,3.785,0.8228,24673.072,269787.06,1.0,0.6234898018587334,NW
2021-03-07 07:00:00,2.422,3.547,5.69,1.711,297949.3,515240.22,0.9659258262890684,0.6234898018587334,NE
2021-03-07 08:00:00,2.527,4.39,7.023,1.789,82861.055,487005.0,0.8660254037844387,0.6234898018587334,NW
2021-03-07 09:00:00,2.115,4.582,8.75,2.674,125307.31,465059.4,0.7071067811865476,0.6234898018587334,NW
2021-03-07 10:00:00,2.389,6.74,10.48,2.932,65201.777,716421.3,0.5,0.6234898018587334,NW
2021-03-07 11:00:00,3.229,6.867000000000001,10.7,3.549,93296.32,958242.44,0.258819045102521,0.6234898018587334,NW
2021-03-07 12:00:00,4.46,14.305,13.42,4.47,233690.77,2119439.0,1.2246467991473532e-16,0.6234898018587334,NW
2021-03-07 13:00:00,5.62,14.17,12.336,4.605,576271.75,2300756.2,-0.2588190451025208,0.6234898018587334,NW
2021-03-07 14:00:00,8.586,12.33,12.484000000000002,5.273,1119462.9,2075432.5,-0.4999999999999997,0.6234898018587334,NW
2021-03-07 15:00:00,3.594,11.27,11.195,4.23,218754.62,1565345.4,-0.7071067811865471,0.6234898018587334,NW
2021-03-07 16:00:00,3.062,7.355,12.08,3.97,105771.24,775139.8,-0.8660254037844384,0.6234898018587334,NW
2021-03-07 17:00:00,2.648,7.542999999999997,10.12,3.055,82191.94,788753.94,-0.9659258262890684,0.6234898018587334,NW
2021-03-07 18:00:00,2.39,6.58,9.3,2.469,57379.188,631545.7,-1.0,0.6234898018587334,NE
2021-03-07 19:00:00,1.819,7.152,7.688,2.246,93540.836,799997.7,-0.9659258262890684,0.6234898018587334,NW
2021-03-07 20:00:00,2.758,6.5939999999999985,10.234,3.85,146008.81,906183.25,-0.8660254037844386,0.6234898018587334,NE
2021-03-07 21:00:00,4.426,9.5,10.805,3.516,160064.52,1375994.5,-0.7071067811865477,0.6234898018587334,cv
2021-03-07 22:00:00,2.049,8.12,6.79,2.484,99216.92,1322022.5,-0.5000000000000004,0.6234898018587334,cv
2021-03-07 23:00:00,1.996,6.242000000000001,5.51,1.826,139002.97,962511.94,-0.2588190451025216,0.6234898018587334,cv
2021-03-08 00:00:00,2.8,5.12,6.0820000000000025,2.592,348678.5,1007396.7,0.0,1.0,NW
2021-03-08 01:00:00,2.4530000000000003,3.426,5.695,2.475,308936.25,575061.56,0.25881904510252074,1.0,NW
2021-03-08 02:00:00,1.12,3.398,4.6560000000000015,1.57,52005.523,307560.97,0.5,1.0,NE
2021-03-08 03:00:00,0.5737,2.35,3.734,1.007,22461.44100000001,65399.516,0.7071067811865475,1.0,SE
2021-03-08 04:00:00,0.3381,1.409,3.219,0.3042,4430.759,25385.121,0.8660254037844386,1.0,cv
2021-03-08 05:00:00,0.3525,1.534,3.174,0.3367,7925.465999999998,51656.746,0.9659258262890684,1.0,cv
2021-03-08 06:00:00,0.6987,1.831,4.426,0.7104,5608.324000000001,55870.51,1.0,1.0,NW
2021-03-08 07:00:00,1.144,3.951,4.883,0.9175,35640.176,376731.88,0.9659258262890684,1.0,NE
2021-03-08 08:00:00,1.238,2.945,6.598,1.425,29019.06,233898.52,0.8660254037844387,1.0,SE
2021-03-08 09:00:00,1.743,3.908,7.71,1.6269999999999998,65245.457,364279.1,0.7071067811865476,1.0,SE
2021-03-08 10:00:00,3.19,4.1560000000000015,12.22,2.303,77392.43,328679.3,0.5,1.0,NE
2021-03-08 11:00:00,1.514,6.507999999999999,7.773,2.086,80002.336,798570.7,0.258819045102521,1.0,cv
2021-03-08 12:00:00,1.824,4.977,8.4,1.846,67965.445,507389.3,1.2246467991473532e-16,1.0,SE
2021-03-08 13:00:00,0.8009999999999999,3.035,5.88,1.03,31516.973,204223.9,-0.2588190451025208,1.0,SE
2021-03-08 14:00:00,1.003,5.0939999999999985,6.605,1.268,31732.965,531556.06,-0.4999999999999997,1.0,cv
2021-03-08 15:00:00,1.17,4.6,7.504,1.359,61805.953,373562.8,-0.7071067811865471,1.0,cv
2021-03-08 16:00:00,1.269,6.27,7.1,1.58,64643.547,795739.4,-0.8660254037844384,1.0,cv
2021-03-08 17:00:00,1.278,5.8870000000000005,7.757999999999999,1.658,57524.684,513828.56,-0.9659258262890684,1.0,SE
2021-03-08 18:00:00,1.009,3.92,6.805,1.379,31214.45,275466.8,-1.0,1.0,cv
2021-03-08 19:00:00,3.117,12.28,7.71,1.681,101264.96,1808899.2,-0.9659258262890684,1.0,cv
2021-03-08 20:00:00,2.082,8.53,8.17,2.12,68427.55,1061548.5,-0.8660254037844386,1.0,cv
2021-03-08 21:00:00,6.0939999999999985,6.7070000000000025,11.14,3.752,299450.62,1131226.0,-0.7071067811865477,1.0,NW
2021-03-08 22:00:00,2.113,4.473,10.92,2.902,41851.62,504755.78,-0.5000000000000004,1.0,NW
2021-03-08 23:00:00,0.6655,3.855,4.18,0.8535,22617.072,600386.75,-0.2588190451025216,1.0,NW
2021-03-09 00:00:00,0.8390000000000001,3.484,4.047,1.091,72026.84,403263.47,0.0,0.6234898018587336,cv
2021-03-09 01:00:00,1.072,5.355,4.65,1.862,90073.086,902876.5,0.25881904510252074,0.6234898018587336,NW
2021-03-09 02:00:00,0.502,6.027,3.738,0.862,33221.574,1206689.4,0.5,0.6234898018587336,NW
2021-03-09 03:00:00,0.266,1.5530000000000002,3.275,0.4126,6888.896,31534.63,0.7071067811865475,0.6234898018587336,NW
2021-03-09 04:00:00,0.3994,2.215,3.307,0.552,20313.959,154973.6,0.8660254037844386,0.6234898018587336,NW
2021-03-09 05:00:00,0.2157,1.382,3.129,0.2705,4688.088,31336.438,0.9659258262890684,0.6234898018587336,NW
2021-03-09 06:00:00,0.2588,1.503,3.385,0.3062,5905.153,41111.43,1.0,0.6234898018587336,NW
2021-03-09 07:00:00,0.785,2.53,5.867000000000001,1.222,25387.768,102167.68,0.9659258262890684,0.6234898018587336,NW
2021-03-09 08:00:00,1.125,4.49,7.04,1.5119999999999998,43196.098,655004.75,0.8660254037844387,0.6234898018587336,NW
2021-03-09 09:00:00,1.331,4.34,6.445,1.161,115092.7,514189.34,0.7071067811865476,0.6234898018587336,NE
2021-03-09 10:00:00,1.256,4.46,7.132999999999999,1.291,69636.5,440302.1,0.5,0.6234898018587336,NE
2021-03-09 11:00:00,1.367,6.28,7.707000000000002,1.734,57619.49,939902.3,0.258819045102521,0.6234898018587336,NE
2021-03-09 12:00:00,1.425,4.105,6.89,1.257,76251.77,332836.66,1.2246467991473532e-16,0.6234898018587336,NE
2021-03-09 13:00:00,0.5923,3.592,5.5470000000000015,0.9126,28550.63,328726.9,-0.2588190451025208,0.6234898018587336,NE
2021-03-09 14:00:00,1.071,4.633,6.566,1.594,60955.59400000001,455509.06,-0.4999999999999997,0.6234898018587336,NE
2021-03-09 15:00:00,1.393,5.64,8.3,2.025,77949.35,598735.06,-0.7071067811865471,0.6234898018587336,NE
2021-03-09 16:00:00,1.344,6.676,7.37,1.406,72112.48,792102.2,-0.8660254037844384,0.6234898018587336,NE
2021-03-09 17:00:00,1.5630000000000002,7.754,8.3,1.879,72064.68,1320142.6,-0.9659258262890684,0.6234898018587336,NW
2021-03-09 18:00:00,2.975,4.676,8.18,1.6269999999999998,284902.94,490729.22,-1.0,0.6234898018587336,NE
2021-03-09 19:00:00,2.54,6.257999999999999,8.016,1.816,200674.03,1119893.0,-0.9659258262890684,0.6234898018587336,NW
2021-03-09 20:00:00,1.582,3.82,8.55,2.217,62339.55,363556.6,-0.8660254037844386,0.6234898018587336,NW
2021-03-09 21:00:00,6.863,7.74,10.94,3.418,464752.34,1006760.1,-0.7071067811865477,0.6234898018587336,NE
2021-03-09 22:00:00,2.135,7.86,6.57,1.444,75841.78,1208965.8,-0.5000000000000004,0.6234898018587336,cv
2021-03-09 23:00:00,0.964,5.277,4.426,0.7440000000000001,43895.18,1042262.94,-0.2588190451025216,0.6234898018587336,cv
2021-03-10 00:00:00,0.418,1.887,3.676,0.4307,15986.556,88574.805,0.0,-0.22252093395631434,NW
2021-03-10 01:00:00,0.5835,3.31,4.145,0.927,30886.797,291181.1,0.25881904510252074,-0.22252093395631434,NW
2021-03-10 02:00:00,0.519,2.682,3.39,0.518,18788.736,204683.56,0.5,-0.22252093395631434,NW
2021-03-10 03:00:00,0.10474,1.444,2.9960000000000004,0.15,4283.343,37285.258,0.7071067811865475,-0.22252093395631434,NW
2021-03-10 04:00:00,0.14300000000000002,1.811,3.084,0.318,7484.927,94372.516,0.8660254037844386,-0.22252093395631434,NW
2021-03-10 05:00:00,0.1252,1.349,3.035,0.1625,6280.074000000001,24002.66,0.9659258262890684,-0.22252093395631434,NW
2021-03-10 06:00:00,0.5596,2.7030000000000003,3.717,0.4087,13328.342,221989.17,1.0,-0.22252093395631434,NW
2021-03-10 07:00:00,1.5205,5.105,6.254,1.167,36626.547,490894.56,0.9659258262890684,-0.22252093395631434,NW
2021-03-10 08:00:00,0.9824,2.592,5.934,1.15,29336.31,151020.7,0.8660254037844387,-0.22252093395631434,NW
2021-03-10 09:00:00,1.158,3.877,6.68,1.349,49527.426,336982.0,0.7071067811865476,-0.22252093395631434,NW
2021-03-10 10:00:00,0.909,5.152,7.746,1.328,36430.535,408952.3,0.5,-0.22252093395631434,NE
2021-03-10 11:00:00,1.798,4.14,9.19,1.835,77678.62,361802.2,0.258819045102521,-0.22252093395631434,NW
2021-03-10 12:00:00,1.529,7.32,9.28,1.865,62790.168,854607.25,1.2246467991473532e-16,-0.22252093395631434,NW
